	PINK1-PRKN Mediated Mitophagy	Receptor Mediated Mitophagy
Mtrr	0.0	0.0
Cblif	0.0	0.0
Mmadhc	0.0	0.0
Mmaa	0.0	0.0
Dhfr	0.0	0.0
Mthfd1	0.0	0.0
Shmt1	0.0	0.0
Aldh1l1	0.0	0.0
Mthfr	0.0	0.0
Mthfd1l	0.0	0.0
Aldh1l2	0.0	0.0
Shmt2	0.0	0.0
Mthfsl	0.0	0.0
Slc25a32	0.0	0.0
Mthfd2	0.0	0.0
Mthfs	0.0	0.0
Mthfd2l	0.0	0.0
Fpgs	0.0	0.0
Slc19a1	0.0	0.0
Pcx	0.0	0.0
Btd	0.0	0.0
Slc5a6	0.0	0.0
Pcca	0.0	0.0
Pccb	0.0	0.0
Mccc2	0.0	0.0
Mccc1	0.0	0.0
Hlcs	0.0	0.0
Cyp8b1	0.0	0.0
Parp16	0.0	0.0
Parp14	0.0	0.0
Parp9	0.0	0.0
Naxd	0.0	0.0
Nampt	0.0	0.0
Rnls	0.0	0.0
Slc22a13	0.0	0.0
Naxe	0.0	0.0
Parp8	0.0	0.0
Ptgs2	0.0	0.0
Parp6	0.0	0.0
Nnmt	0.0	0.0
Parp4	0.0	0.0
Ptgis	0.0	0.0
Nudt12	0.0	0.0
Parp10	0.0	0.0
Slc5a8	0.0	0.0
Slc19a3	0.0	0.0
Slc19a2	0.0	0.0
Thtpa	0.0	0.0
Slc23a1	0.0	0.0
Slc23a2	0.0	0.0
Gsto2	0.0	0.0
Gsto1	0.0	0.0
Cyb5a	0.0	0.0
Slc2a1	0.0	0.0
Slc52a3	0.0	0.0
Flad1	0.0	0.0
Acp5	0.0	0.0
Slc52a2	0.0	0.0
Rfk	0.0	0.0
Enpp1	0.0	0.0
Coasy	0.0	0.0
Ppcdc	0.0	0.0
Pank2	0.0	0.0
Slc25a16	0.0	0.0
Pank3	0.0	0.0
Pank1	0.0	0.0
Pank4	0.0	0.0
Ppcs	0.0	0.0
Mocos	0.0	0.0
Aox1	0.0	0.0
Vkorc1l1	0.0	0.0
Ttpa	0.0	0.0
Gpc5	0.0	0.0
Gpc4	0.0	0.0
Rbp2	0.0	0.0
Lpl	0.0	0.0
Apoc2	0.0	0.0
Lrat	0.0	0.0
Gpc3	0.0	0.0
Rdh11	0.0	0.0
Apom	0.0	0.0
Gpihbp1	0.0	0.0
Akr1c6	0.0	0.0
Akr1cl	0.0	0.0
Rbp1	0.0	0.0
Lrp1	0.0	0.0
Gm44805	0.0	0.0
Apoe	0.0	0.0
Gpc2	0.0	0.0
Apoa2	0.0	0.0
Akr1b7	0.0	0.0
Gpc1	0.0	0.0
Apoa4	0.0	0.0
Rbp4	0.0	0.0
Lrp12	0.0	0.0
Gpc6	0.0	0.0
Bco2	0.0	0.0
Akr1b10	0.0	0.0
Plb1	0.0	0.0
Bco1	0.0	0.0
Lrp10	0.0	0.0
Spr	0.0	0.0
Gchfr	0.0	0.0
Pts	0.0	0.0
Nos3	0.0	0.0
Gch1	0.0	0.0
Coq2	0.0	0.0
Ddah1	0.0	0.0
Lypla1	0.0	0.0
Zdhhc21	0.0	0.0
Ddah2	0.0	0.0
Cygb	0.0	0.0
Nostrin	0.0	0.0
Mat1a	0.0	0.0
Ahcy	0.0	0.0
Tpmt	0.0	0.0
N6amt1	0.0	0.0
Comt	0.0	0.0
Mat2a	0.0	0.0
Mat2b	0.0	0.0
As3mt	0.0	0.0
Trmt112	0.0	0.0
Gm4737	0.0	0.0
Cyp1a2	0.0	0.0
Slc26a1	0.0	0.0
Slc35b2	0.0	0.0
Papss2	0.0	0.0
Slc35b3	0.0	0.0
Slc26a2	0.0	0.0
Papss1	0.0	0.0
Glyat	0.0	0.0
Acsm2	0.0	0.0
Ugp2	0.0	0.0
Slc35d1	0.0	0.0
Ugdh	0.0	0.0
Cndp2	0.0	0.0
Ggt5	0.0	0.0
Chac2	0.0	0.0
Gclm	0.0	0.0
Ggct	0.0	0.0
Gclc	0.0	0.0
Gss	0.0	0.0
Chac1	0.0	0.0
Ggt6	0.0	0.0
Oplah	0.0	0.0
Ggt1	0.0	0.0
Ggt7	0.0	0.0
Maob	0.0	0.0
Maoa	0.0	0.0
Smox	0.0	0.0
Ptgs1	0.0	0.0
Cyp24a1	0.0	0.0
Cyp2r1	0.0	0.0
Cyp27b1	0.0	0.0
Cyp26a1	0.0	0.0
Cyp26c1	0.0	0.0
Cyp26b1	0.0	0.0
Cyp2a5	0.0	0.0
Cyp2d22	0.0	0.0
Cyp4a32	0.0	0.0
Cyp4a14	0.0	0.0
Cyp4a12a	0.0	0.0
Cyp2f2	0.0	0.0
Cyp4f14	0.0	0.0
Cyp4f15	0.0	0.0
Cyp4f18	0.0	0.0
Cyp4a29	0.0	0.0
Cyp2j6	0.0	0.0
Cyp4a10	0.0	0.0
Cyp2b10	0.0	0.0
Cyp2a4	0.0	0.0
Cyp4a12b	0.0	0.0
Cyp4a30b	0.0	0.0
Cyp4b1	0.0	0.0
Cyp4f39	0.0	0.0
Cyp4f40	0.0	0.0
Cyp2a12	0.0	0.0
Cyp4a31	0.0	0.0
Cyp3a59	0.0	0.0
Cyp3a25	0.0	0.0
Cyp2u1	0.0	0.0
Cyp2w1	0.0	0.0
Cyp3a57	0.0	0.0
Cyp2s1	0.0	0.0
Cyp3a13	0.0	0.0
Tbxas1	0.0	0.0
Cyp2c65	0.0	0.0
Cyp2e1	0.0	0.0
Cyp2c66	0.0	0.0
Fmo2	0.0	0.0
Fmo1	0.0	0.0
Adh4	0.0	0.0
Adh1	0.0	0.0
Acss1	0.0	0.0
Aldh1a1	0.0	0.0
Aldh1b1	0.0	0.0
Adh5	0.0	0.0
Acss2	0.0	0.0
Aldh2	0.0	0.0
Adh7	0.0	0.0
Ahrr	0.0	0.0
Arnt2	0.0	0.0
Ahr	0.0	0.0
Aip	0.0	0.0
Cyp3a44	0.0	0.0
Acy3	0.0	0.0
Mgst3	0.0	0.0
Dpep1	0.0	0.0
Cyp3a41b	0.0	0.0
Dpep3	0.0	0.0
Cyp3a16	0.0	0.0
Cyp3a11	0.0	0.0
Akr7a5	0.0	0.0
Acy1	0.0	0.0
Dpep2	0.0	0.0
Cyp3a41a	0.0	0.0
Mgst2	0.0	0.0
Slc22a2	0.0	0.0
Slc22a3	0.0	0.0
Slc22a1	0.0	0.0
Mboat2	0.0	0.0
Pla2g10	0.0	0.0
Lpcat3	0.0	0.0
Pla2g4c	0.0	0.0
Pla2g1b	0.0	0.0
Pla2g3	0.0	0.0
Pla2g5	0.0	0.0
Pla2g4f	0.0	0.0
Pla2g2e	0.0	0.0
Plaat3	0.0	0.0
Pla2g2a	0.0	0.0
Pla2g12a	0.0	0.0
Plbd1	0.0	0.0
Lpcat2	0.0	0.0
Pla2g4b	0.0	0.0
Pla2r1	0.0	0.0
Pla2g4d	0.0	0.0
Pla2g2d	0.0	0.0
Tmem86b	0.0	0.0
Pla2g4e	0.0	0.0
Pnpla8	0.0	0.0
Lpcat4	0.0	0.0
Pla2g2f	0.0	0.0
Hadha	0.0	0.0
Hadhb	0.0	0.0
Lclat1	0.0	0.0
Mboat1	0.0	0.0
Osbpl8	0.0	0.0
Osbpl5	0.0	0.0
Pla1a	0.0	0.0
Osbpl10	0.0	0.0
Plaat1	0.0	0.0
Plaat5	0.0	0.0
Abhd4	0.0	0.0
Dgat2l6	0.0	0.0
Awat2	0.0	0.0
Dgat2	0.0	0.0
Pnpla3	0.0	0.0
Pnpla2	0.0	0.0
Mboat7	0.0	0.0
Lpgat1	0.0	0.0
Crls1	0.0	0.0
Ptdss2	0.0	0.0
Pla2g15	0.0	0.0
Alpi	0.0	0.0
Acp6	0.0	0.0
Ddhd1	0.0	0.0
Gpam	0.0	0.0
Lipi	0.0	0.0
Agpat3	0.0	0.0
Pld6	0.0	0.0
Agpat5	0.0	0.0
Miga1	0.0	0.0
Gpd2	0.0	0.0
Gpat3	0.0	0.0
Gpat2	0.0	0.0
Agpat4	0.0	0.0
Gpd1	0.0	0.0
Gpd1l	0.0	0.0
Miga2	0.0	0.0
Liph	0.0	0.0
Gpat4	0.0	0.0
Ddhd2	0.0	0.0
Gnpat	0.0	0.0
Pctp	0.0	0.0
Slc44a1	0.0	0.0
Slc44a5	0.0	0.0
Mfsd2a	0.0	0.0
Stard10	0.0	0.0
Slc44a3	0.0	0.0
Pcyt1b	0.0	0.0
Pcyt1a	0.0	0.0
Chat	0.0	0.0
Cept1	0.0	0.0
Abhd3	0.0	0.0
Stard7	0.0	0.0
Chka	0.0	0.0
Chkb	0.0	0.0
Pemt	0.0	0.0
Phospho1	0.0	0.0
Slc44a4	0.0	0.0
Chpt1	0.0	0.0
Etnk2	0.0	0.0
Etnk1	0.0	0.0
Selenoi	0.0	0.0
Pcyt2	0.0	0.0
Etnppl	0.0	0.0
Cds1	0.0	0.0
Pi4ka	0.0	0.0
Mtmr2	0.0	0.0
Sacm1l	0.0	0.0
Sbf1	0.0	0.0
Pi4k2b	0.0	0.0
Pi4k2a	0.0	0.0
Mtmr1	0.0	0.0
Mtmr3	0.0	0.0
Bmx	0.0	0.0
Mtm1	0.0	0.0
Plekha6	0.0	0.0
Pik3c2b	0.0	0.0
Rufy1	0.0	0.0
Pik3c2a	0.0	0.0
Plekha5	0.0	0.0
Plekha4	0.0	0.0
Plekha3	0.0	0.0
Mtmr9	0.0	0.0
Plekha1	0.0	0.0
Synj2	0.0	0.0
Pip5k1a	0.0	0.0
Rab5a	0.0	0.0
Mtmr14	0.0	0.0
Ptpn13	0.0	0.0
Rab4a	0.0	0.0
Plekha2	0.0	0.0
Pik3c2g	0.0	0.0
Plekha8	0.0	0.0
Inpp5k	0.0	0.0
Pip5k1b	0.0	0.0
Mtmr6	0.0	0.0
Pik3r4	0.0	0.0
Tpte	0.0	0.0
Pi4kb	0.0	0.0
Pikfyve	0.0	0.0
Vac14	0.0	0.0
Fig4	0.0	0.0
Inpp5e	0.0	0.0
Arf3	0.0	0.0
Pik3c3	0.0	0.0
Inpp5f	0.0	0.0
Mtmr4	0.0	0.0
Mtmr12	0.0	0.0
Mtmr7	0.0	0.0
Pnpla6	0.0	0.0
Chd9	0.0	0.0
Helz2	0.0	0.0
Tgs1	0.0	0.0
Cers3	0.0	0.0
Sptssb	0.0	0.0
Plpp3	0.0	0.0
Sgpl1	0.0	0.0
Acer3	0.0	0.0
Kdsr	0.0	0.0
Vapb	0.0	0.0
Ormdl2	0.0	0.0
Prkd3	0.0	0.0
Fa2h	0.0	0.0
Plpp2	0.0	0.0
Ormdl1	0.0	0.0
Degs2	0.0	0.0
Ppm1l	0.0	0.0
Plpp1	0.0	0.0
Acer2	0.0	0.0
Osbp	0.0	0.0
Spns2	0.0	0.0
Cers5	0.0	0.0
Sgms1	0.0	0.0
Sphk2	0.0	0.0
Sptlc1	0.0	0.0
Cers2	0.0	0.0
Samd8	0.0	0.0
Cert1	0.0	0.0
Sptlc2	0.0	0.0
Aldh3b2	0.0	0.0
Cers1	0.0	0.0
Sphk1	0.0	0.0
Csnk1g2	0.0	0.0
Aldh3b3	0.0	0.0
Cers4	0.0	0.0
Acer1	0.0	0.0
Sgms2	0.0	0.0
Sptssa	0.0	0.0
Sgpp2	0.0	0.0
Sgpp1	0.0	0.0
Prkd2	0.0	0.0
Prkd1	0.0	0.0
Aldh3a2	0.0	0.0
Sptlc3	0.0	0.0
Cers6	0.0	0.0
Smpd3	0.0	0.0
Ugcg	0.0	0.0
Hexa	0.0	0.0
Cerk	0.0	0.0
Gba2	0.0	0.0
Sumf1	0.0	0.0
Arsi	0.0	0.0
Gba	0.0	0.0
B4galnt1	0.0	0.0
Cptp	0.0	0.0
Esyt2	0.0	0.0
Gltp	0.0	0.0
Smpd1	0.0	0.0
B3galnt1	0.0	0.0
Enpp7	0.0	0.0
Asah2	0.0	0.0
Neu4	0.0	0.0
Galc	0.0	0.0
Sumf2	0.0	0.0
Arsk	0.0	0.0
Arsj	0.0	0.0
Smpd4	0.0	0.0
Ugt8a	0.0	0.0
Smpd2	0.0	0.0
Arsg	0.0	0.0
Neu3	0.0	0.0
Esyt3	0.0	0.0
Esyt1	0.0	0.0
Neu2	0.0	0.0
Glb1l	0.0	0.0
Acat1	0.0	0.0
Bdh1	0.0	0.0
Oxct1	0.0	0.0
Hmgcll1	0.0	0.0
Bdh2	0.0	0.0
Hmgcs2	0.0	0.0
Hmgcl	0.0	0.0
Aacs	0.0	0.0
Acss3	0.0	0.0
Far2	0.0	0.0
Far1	0.0	0.0
Srebf1	0.0	0.0
Srebf2	0.0	0.0
Scap	0.0	0.0
Dhcr24	0.0	0.0
Sc5d	0.0	0.0
Stard5	0.0	0.0
Slc10a1	0.0	0.0
Slc10a2	0.0	0.0
Baat	0.0	0.0
Slc27a5	0.0	0.0
Abcb11	0.0	0.0
Abcc3	0.0	0.0
Fabp6	0.0	0.0
Slco1a4	0.0	0.0
Hsd3b7	0.0	0.0
Acot8	0.0	0.0
Cyp27a1	0.0	0.0
Acox2	0.0	0.0
Hsd17b4	0.0	0.0
Cyp7a1	0.0	0.0
Scp2	0.0	0.0
Amacr	0.0	0.0
Cyp7b1	0.0	0.0
Akr1d1	0.0	0.0
Cyp46a1	0.0	0.0
Cyp39a1	0.0	0.0
Srd5a3	0.0	0.0
Hsd17b12	0.0	0.0
Pomc	0.0	0.0
Srd5a1	0.0	0.0
Hsd3b6	0.0	0.0
Srd5a2	0.0	0.0
Hsd17b3	0.0	0.0
Cyp17a1	0.0	0.0
Cyp19a1	0.0	0.0
Hsd17b1	0.0	0.0
Hsd17b11	0.0	0.0
Akr1b8	0.0	0.0
Hsd17b2	0.0	0.0
Hsd17b14	0.0	0.0
Cyp11b2	0.0	0.0
Cyp21a1	0.0	0.0
Cyp11b1	0.0	0.0
Hsd11b2	0.0	0.0
Hsd11b1	0.0	0.0
Serpina6	0.0	0.0
Akr1b3	0.0	0.0
Stard6	0.0	0.0
Stard3	0.0	0.0
Tspoap1	0.0	0.0
Star	0.0	0.0
Stard3nl	0.0	0.0
Tspo	0.0	0.0
Cyp11a1	0.0	0.0
Stard4	0.0	0.0
Gc	0.0	0.0
Hsd17b13	0.0	0.0
Hilpda	0.0	0.0
Cidec	0.0	0.0
Cidea	0.0	0.0
Fitm1	0.0	0.0
Fitm2	0.0	0.0
Cpt1b	0.0	0.0
Slc22a5	0.0	0.0
Mid1ip1	0.0	0.0
Cpt2	0.0	0.0
Thrsp	0.0	0.0
Cpt1a	0.0	0.0
Slc25a20	0.0	0.0
Elovl1	0.0	0.0
Fads1	0.0	0.0
Acsl1	0.0	0.0
Elovl2	0.0	0.0
Abcd1	0.0	0.0
Elovl5	0.0	0.0
Elovl3	0.0	0.0
Fads2	0.0	0.0
Acox1	0.0	0.0
Cyp1b1	0.0	0.0
Cyp1a1	0.0	0.0
Ephx2	0.0	0.0
Ltc4s	0.0	0.0
Pon2	0.0	0.0
Pon3	0.0	0.0
Alox5ap	0.0	0.0
Pon1	0.0	0.0
Alox15	0.0	0.0
Alox12	0.0	0.0
Alox12b	0.0	0.0
Gpx4	0.0	0.0
Aloxe3	0.0	0.0
Alox8	0.0	0.0
Ptges	0.0	0.0
Ptgds	0.0	0.0
Cbr1	0.0	0.0
Hpgds	0.0	0.0
Pecr	0.0	0.0
Hacl1	0.0	0.0
Phyh	0.0	0.0
Slc25a17	0.0	0.0
Acox3	0.0	0.0
Crat	0.0	0.0
Crot	0.0	0.0
Acoxl	0.0	0.0
Eci2	0.0	0.0
Decr2	0.0	0.0
Acot6	0.0	0.0
Mlycd	0.0	0.0
Ehhadh	0.0	0.0
Acot4	0.0	0.0
Hacd4	0.0	0.0
Hacd2	0.0	0.0
Acsbg1	0.0	0.0
Acsl6	0.0	0.0
Tecrl	0.0	0.0
Acsf3	0.0	0.0
Hacd3	0.0	0.0
Acsbg2	0.0	0.0
Tecr	0.0	0.0
Acsl5	0.0	0.0
Hacd1	0.0	0.0
Elovl6	0.0	0.0
Elovl7	0.0	0.0
Mcee	0.0	0.0
Acadl	0.0	0.0
Echs1	0.0	0.0
Hadh	0.0	0.0
Acadm	0.0	0.0
Mecr	0.0	0.0
Pnpla5	0.0	0.0
Fabp4	0.0	0.0
Fabp9	0.0	0.0
Fabp3	0.0	0.0
Fabp7	0.0	0.0
Fabp12	0.0	0.0
Fabp2	0.0	0.0
Mogat1	0.0	0.0
Agmo	0.0	0.0
Mogat2	0.0	0.0
Gykl1	0.0	0.0
Gk	0.0	0.0
Gk2	0.0	0.0
Hpgd	0.0	0.0
Mtap	0.0	0.0
Ethe1	0.0	0.0
Slc25a10	0.0	0.0
Suox	0.0	0.0
Th	0.0	0.0
Ddc	0.0	0.0
Tph1	0.0	0.0
Scly	0.0	0.0
Sephs2	0.0	0.0
Oaz3	0.0	0.0
Azin1	0.0	0.0
Oaz1	0.0	0.0
Nqo1	0.0	0.0
Odc1	0.0	0.0
Oaz2	0.0	0.0
Agmat	0.0	0.0
Sat1	0.0	0.0
Gldc	0.0	0.0
Gcsh	0.0	0.0
Gm5096	0.0	0.0
Bhmt	0.0	0.0
Chdh	0.0	0.0
Sardh	0.0	0.0
Aldh7a1	0.0	0.0
Dmgdh	0.0	0.0
Asl	0.0	0.0
Nmral1	0.0	0.0
Slc25a2	0.0	0.0
Nags	0.0	0.0
Arg2	0.0	0.0
Slc25a15	0.0	0.0
Otc	0.0	0.0
Cps1	0.0	0.0
Ass1	0.0	0.0
Aldh4a1	0.0	0.0
Prodh2	0.0	0.0
Prodh	0.0	0.0
Bcat1	0.0	0.0
Ppm1k	0.0	0.0
Bckdha	0.0	0.0
Ivd	0.0	0.0
Hibch	0.0	0.0
Aldh6a1	0.0	0.0
Hibadh	0.0	0.0
Acadsb	0.0	0.0
Dbt	0.0	0.0
Acad8	0.0	0.0
Bcat2	0.0	0.0
Bckdk	0.0	0.0
Bckdhb	0.0	0.0
Hsd17b10	0.0	0.0
Auh	0.0	0.0
Carns1	0.0	0.0
Hal	0.0	0.0
Amdhd1	0.0	0.0
Ftcd	0.0	0.0
Uroc1	0.0	0.0
Carnmt1	0.0	0.0
Hdc	0.0	0.0
Pipox	0.0	0.0
Hykk	0.0	0.0
Gcdh	0.0	0.0
Aass	0.0	0.0
Aadat	0.0	0.0
Crym	0.0	0.0
Slc25a21	0.0	0.0
Ido2	0.0	0.0
Kyat1	0.0	0.0
Kmo	0.0	0.0
Kynu	0.0	0.0
Ido1	0.0	0.0
Tdo2	0.0	0.0
Haao	0.0	0.0
Slc36a4	0.0	0.0
Bbox1	0.0	0.0
Ckmt1	0.0	0.0
Slc6a8	0.0	0.0
Ckb	0.0	0.0
Ckm	0.0	0.0
Gamt	0.0	0.0
Slc6a11	0.0	0.0
Gatm	0.0	0.0
Slc6a12	0.0	0.0
Ckmt2	0.0	0.0
Slc6a7	0.0	0.0
Sdsl	0.0	0.0
Fah	0.0	0.0
Hpd	0.0	0.0
Asrgl1	0.0	0.0
Pcbd1	0.0	0.0
Qdpr	0.0	0.0
Pah	0.0	0.0
Il4i1	0.0	0.0
Nat8l	0.0	0.0
Naalad2	0.0	0.0
Got1	0.0	0.0
Gadl1	0.0	0.0
Got2	0.0	0.0
Slc25a13	0.0	0.0
Folh1	0.0	0.0
Asns	0.0	0.0
Aspg	0.0	0.0
Aspa	0.0	0.0
Slc25a12	0.0	0.0
Glud1	0.0	0.0
Aldh18a1	0.0	0.0
Oat	0.0	0.0
Rimklb	0.0	0.0
Pycr1	0.0	0.0
Pycrl	0.0	0.0
Pycr2	0.0	0.0
Rimkla	0.0	0.0
Glul	0.0	0.0
Serinc3	0.0	0.0
Psat1	0.0	0.0
Serinc2	0.0	0.0
Srr	0.0	0.0
Psph	0.0	0.0
Phgdh	0.0	0.0
Serinc1	0.0	0.0
Serinc5	0.0	0.0
Serinc4	0.0	0.0
Chst1	0.0	0.0
B3gnt4	0.0	0.0
Omd	0.0	0.0
Fmod	0.0	0.0
B4galt5	0.0	0.0
B4gat1	0.0	0.0
Chst2	0.0	0.0
B4galt6	0.0	0.0
B3gnt3	0.0	0.0
B4galt2	0.0	0.0
Slc35d2	0.0	0.0
Chst5	0.0	0.0
St3gal1	0.0	0.0
St3gal6	0.0	0.0
St3gal4	0.0	0.0
Gm50388	0.0	0.0
Kera	0.0	0.0
B3gnt7	0.0	0.0
B3gnt2	0.0	0.0
St3gal2	0.0	0.0
B4galt4	0.0	0.0
Prelp	0.0	0.0
Ogn	0.0	0.0
B4galt3	0.0	0.0
St3gal3	0.0	0.0
B3gat3	0.0	0.0
B3gat2	0.0	0.0
B3galt6	0.0	0.0
B3gat1	0.0	0.0
Xylt1	0.0	0.0
Cspg4	0.0	0.0
Cspg5	0.0	0.0
Xylt2	0.0	0.0
B4galt7	0.0	0.0
Ndst4	0.0	0.0
Hs3st3b1	0.0	0.0
Hs3st3a1	0.0	0.0
Ndst1	0.0	0.0
Hs6st2	0.0	0.0
Ndst3	0.0	0.0
Hs6st3	0.0	0.0
Hs2st1	0.0	0.0
Hs6st1	0.0	0.0
Hs3st6	0.0	0.0
Hs3st5	0.0	0.0
Ndst2	0.0	0.0
Hs3st2	0.0	0.0
Ext2	0.0	0.0
Ext1	0.0	0.0
Hs3st4	0.0	0.0
Hs3st1	0.0	0.0
Idua	0.0	0.0
Ids	0.0	0.0
Hpse2	0.0	0.0
Sgsh	0.0	0.0
Naglu	0.0	0.0
Chsy1	0.0	0.0
Chst12	0.0	0.0
Chst9	0.0	0.0
Chpf2	0.0	0.0
Csgalnact2	0.0	0.0
Chst3	0.0	0.0
Chst13	0.0	0.0
Chst7	0.0	0.0
Chsy3	0.0	0.0
Chst11	0.0	0.0
Chst15	0.0	0.0
Csgalnact1	0.0	0.0
Chpf	0.0	0.0
Chst14	0.0	0.0
Dsel	0.0	0.0
Dse	0.0	0.0
Ust	0.0	0.0
Hyal1	0.0	0.0
Hyal3	0.0	0.0
Has1	0.0	0.0
Lyve1	0.0	0.0
Hyal2	0.0	0.0
Chp1	0.0	0.0
Slc9a1	0.0	0.0
Stab2	0.0	0.0
Sord	0.0	0.0
Aldob	0.0	0.0
Khk	0.0	0.0
Lalba	0.0	0.0
Xylb	0.0	0.0
Akr1a1	0.0	0.0
Dcxr	0.0	0.0
Gck	0.0	0.0
Gckr	0.0	0.0
Pfkfb2	0.0	0.0
Pfkfb3	0.0	0.0
Pfkfb4	0.0	0.0
G6pc3	0.0	0.0
G6pc	0.0	0.0
Mdh1	0.0	0.0
Pck2	0.0	0.0
Eno1	0.0	0.0
Eno1b	0.0	0.0
Pgk2	0.0	0.0
Pgk1	0.0	0.0
Pgam2	0.0	0.0
Fbp2	0.0	0.0
Slc25a11	0.0	0.0
Fbp1	0.0	0.0
Gapdhs	0.0	0.0
Pck1	0.0	0.0
G6pc2	0.0	0.0
Slc37a2	0.0	0.0
Eno3	0.0	0.0
Tpi1	0.0	0.0
Gapdh	0.0	0.0
Slc25a1	0.0	0.0
Eno2	0.0	0.0
Slc37a4	0.0	0.0
Slc37a1	0.0	0.0
Gale	0.0	0.0
Galk1	0.0	0.0
Pgm2l1	0.0	0.0
Prps2	0.0	0.0
Prps1	0.0	0.0
Gys1	0.0	0.0
Ppp1r3c	0.0	0.0
Gbe1	0.0	0.0
Phkg2	0.0	0.0
Phka2	0.0	0.0
Phka1	0.0	0.0
Pygm	0.0	0.0
Phkb	0.0	0.0
Phkg1	0.0	0.0
Fut2	0.0	0.0
B3galt2	0.0	0.0
B3galt1	0.0	0.0
Fut11	0.0	0.0
B3galt5	0.0	0.0
St6galnac6	0.0	0.0
Fut7	0.0	0.0
B4galnt2	0.0	0.0
Fut4	0.0	0.0
Fut9	0.0	0.0
B3galt4	0.0	0.0
Fut10	0.0	0.0
Ppa2	0.0	0.0
Ppa1	0.0	0.0
Ces1d	0.0	0.0
Ace2	0.0	0.0
Cpb1	0.0	0.0
Aopep	0.0	0.0
Enpep	0.0	0.0
Agt	0.0	0.0
Ren1	0.0	0.0
Ace	0.0	0.0
Cpa3	0.0	0.0
Inhbc	0.0	0.0
Inhba	0.0	0.0
Inhbe	0.0	0.0
Tshb	0.0	0.0
Fshb	0.0	0.0
Inha	0.0	0.0
Inhbb	0.0	0.0
Exoc5	0.0	0.0
Slc30a8	0.0	0.0
Ins2	0.0	0.0
Slc30a6	0.0	0.0
Ero1b	0.0	0.0
Exoc8	0.0	0.0
Slc30a5	0.0	0.0
Exoc1	0.0	0.0
Exoc4	0.0	0.0
Exoc3	0.0	0.0
Exoc7	0.0	0.0
Exoc2	0.0	0.0
Gpr119	0.0	0.0
Dpp4	0.0	0.0
Lep	0.0	0.0
Ffar4	0.0	0.0
Grp	0.0	0.0
Gip	0.0	0.0
Spcs1	0.0	0.0
Bche	0.0	0.0
Spcs2	0.0	0.0
Pcsk1	0.0	0.0
Mboat4	0.0	0.0
Sec11c	0.0	0.0
Sec11a	0.0	0.0
Pla2g7	0.0	0.0
Ghrl	0.0	0.0
Spcs3	0.0	0.0
Rcn1	0.0	0.0
Ambn	0.0	0.0
Pappa	0.0	0.0
Chrdl1	0.0	0.0
Amtn	0.0	0.0
Tmem132a	0.0	0.0
Msln	0.0	0.0
Igfbp7	0.0	0.0
Ano8	0.0	0.0
Igfbp2	0.0	0.0
Eva1a	0.0	0.0
Apol10b	0.0	0.0
Apol7c	0.0	0.0
Calu	0.0	0.0
Enam	0.0	0.0
Afp	0.0	0.0
Bpifb2	0.0	0.0
Vgf	0.0	0.0
Igfbp5	0.0	0.0
Ktn1	0.0	0.0
Apol11b	0.0	0.0
Nucb1	0.0	0.0
Pcsk9	0.0	0.0
Apol10a	0.0	0.0
Mfge8	0.0	0.0
Itih2	0.0	0.0
Apol9a	0.0	0.0
Scg2	0.0	0.0
Apol7e	0.0	0.0
Wfs1	0.0	0.0
Chgb	0.0	0.0
Tgoln1	0.0	0.0
Prkcsh	0.0	0.0
Fstl1	0.0	0.0
Mgat4a	0.0	0.0
Meltf	0.0	0.0
Apol7a	0.0	0.0
Fam20c	0.0	0.0
Lgals1	0.0	0.0
Apol9b	0.0	0.0
Igfbp4	0.0	0.0
Stc2	0.0	0.0
Ccn1	0.0	0.0
Fstl3	0.0	0.0
Serpina10	0.0	0.0
Notum	0.0	0.0
Mia3	0.0	0.0
Hrc	0.0	0.0
Apol8	0.0	0.0
Fam20a	0.0	0.0
Golm1	0.0	0.0
Igfbp6	0.0	0.0
Shisa5	0.0	0.0
Cp	0.0	0.0
Fgf23	0.0	0.0
Mxra8	0.0	0.0
Mepe	0.0	0.0
Bmp15	0.0	0.0
Penk	0.0	0.0
Apoa5	0.0	0.0
Pdia6	0.0	0.0
Igfbp1	0.0	0.0
Apol11a	0.0	0.0
Prss23	0.0	0.0
Pappa2	0.0	0.0
Apol7b	0.0	0.0
Amelx	0.0	0.0
Sparcl1	0.0	0.0
Cct5	0.0	0.0
Tcp1	0.0	0.0
Cct6b	0.0	0.0
Cct3	0.0	0.0
Cct4	0.0	0.0
Cct6a	0.0	0.0
Cct7	0.0	0.0
Rgs6	0.0	0.0
Rgs11	0.0	0.0
Rgs9	0.0	0.0
Rgs7	0.0	0.0
Pdcl	0.0	0.0
Msrb3	0.0	0.0
Msra	0.0	0.0
Msrb1	0.0	0.0
Pcmt1	0.0	0.0
Msrb2	0.0	0.0
Slc34a1	0.0	0.0
Adora2a	0.0	0.0
Lmcd1	0.0	0.0
Dmbt1	0.0	0.0
P2ry2	0.0	0.0
Zdhhc2	0.0	0.0
Sftpc	0.0	0.0
Napsa	0.0	0.0
Adgrf5	0.0	0.0
Adora2b	0.0	0.0
Sftpb	0.0	0.0
Ccdc59	0.0	0.0
Gata6	0.0	0.0
Slc34a2	0.0	0.0
Abca3	0.0	0.0
Dpm2	0.0	0.0
Pigp	0.0	0.0
