sample	LV0	LV8	LV30	LV43	LV79	LV86	LV91	LV94	LV124	LV138	LV150	LV153	LV158
day1_cocaine_PFC_rep4	-0.0110451847244383	-0.2659310765544869	-0.0141027237459185	-0.1514006566570157	-0.1331813673444287	-0.1008247387629937	-0.1523896768529928	0.1290335348976459	0.1786394416904907	0.2233425267478745	0.3350187030288751	0.1442883035969578	0.0378838058933393
day1_cocaine_PFC_rep5	0.0910809738198587	-0.3603553400518919	-0.025945416946105	-0.1416050844445791	-0.1982705932511308	-0.1137136076668427	-0.176113807705073	0.0309811651612786	0.2512570933322186	0.3596965686384241	0.3230301279893255	0.1652160762400723	-0.1773954425835363
day1_cocaine_PFC_rep6	-0.0659592105908433	-0.2161423593757395	0.0544383108680247	-0.1460343033302767	-0.1129651845048129	-0.1159927670842781	-0.1125608451959186	0.1117030014343578	0.1263569857594843	0.1544761287299688	0.2599165068819927	0.0827761863358531	0.0507606534069342
day1_cocaine_PFC_rep7	-0.1610902004165199	0.1069908909657124	0.2105909962124869	-0.1315635334917471	0.0394769049470625	-0.0662196365192089	-0.1387003202791799	0.3018967734786092	-0.0438022219191733	-0.05946180813197	0.1948512892066498	-0.0527321701992808	-0.0792049252863481
day1_cocaine_VTA_rep1	0.0182671533500033	-0.1498862539206109	-0.1900508555913269	-0.1969605410189134	-0.0744406195667586	0.2096967795499891	0.2387158173260151	-0.1686394093933245	0.0382103177838794	0.0720579928970965	-0.0847545687320325	0.0881409633537527	0.0990923953392442
day1_cocaine_VTA_rep2	0.0924660667245788	-0.1677228797628925	-0.2013138994708508	-0.1924070918978095	-0.0866092580233857	0.1881026822365764	0.1703307536926112	-0.180250946417618	0.0519173596607865	0.1288427413808693	-0.0857750266701516	0.0917360101658079	0.0140836893714071
day1_cocaine_VTA_rep3	0.1000269840766477	-0.1193656699858652	-0.1845602013343818	-0.1934939423699316	-0.0748714399845092	0.2898434493992692	0.0828816110877219	-0.1436080360125231	0.0131054675914263	0.0703726486451685	-0.1177111745293522	0.0552830268413883	0.0047320906426113
day1_cocaine_VTA_rep4	0.1426235386328062	-0.1979446579670329	-0.208317120132009	-0.1949159472848103	-0.1039567510420876	0.1115460126463326	0.2078756107733101	-0.1879044578539693	0.1021557207392419	0.1841796058411082	-0.0813973285700218	0.1273362161411175	-0.0013690455913806
day1_cocaine_VTA_rep5	0.0786121164326385	-0.2754227323565661	-0.2353196112615916	-0.1973399080223177	-0.1596490884965893	0.2505471199316414	0.2293460296602896	-0.1955650456947192	0.1845222290645172	0.2815465977693339	-0.0146696705392585	0.1876859327624166	0.0801237805664962
day1_cocaine_VTA_rep6	0.1004599803272591	-0.0093389601369257	-0.1876887170893131	-0.2034006605021802	-0.0058452449494784	0.1436631462244703	-0.0176607888516977	-0.1124407080472134	-0.0859658557991563	-0.1132801144611817	-0.2004015106217883	-0.0564766973831059	0.1390068186749763
day1_cocaine_VTA_rep7	0.4533800420610144	0.1922734639176955	-0.1690198445562608	-0.1954306717136964	0.0222492879440101	0.3523952254428754	-0.0924583816218477	-0.0972330844316223	-0.027238720117984	-0.057610371910007	-0.1687965799441848	-0.0469652608648441	-0.0083855413406381
day1_food_NAc_rep1	-0.0808244667259644	-0.251097992360191	-0.0633797637651005	0.221097946076245	-0.1285142555810867	-0.1103634089699576	-0.0711956901810048	-0.0936130899421208	0.1772397362060085	0.2205540183187083	0.158989016992601	0.1604384037482951	-0.0724208552118832
day1_food_NAc_rep2	-0.0859537969053265	-0.3269903863264872	-0.1462175451183191	0.2203641703752338	-0.1776538828438968	-0.13122121305834	0.108920305810523	-0.2052503852364175	0.2677370715060942	0.3212544235191765	0.121857651280286	0.233921808987806	-0.0042397528781987
day1_food_NAc_rep3	-0.0297469951546129	-0.2771647135005162	-0.0781021106767762	0.132049366860558	-0.1277482260790087	-0.0905495654436347	-0.1558333042118098	-0.0490541871963075	0.1604237257927506	0.2401788525414102	0.1770573623455512	0.1471912781691427	-0.0388310717573203
day1_food_NAc_rep4	-0.0482667279785693	-0.3001912503331671	-0.1041546502228403	0.1743196260755395	-0.1452491481494277	-0.0681997870578443	-0.1228996085169662	-0.080127814974728	0.2120282341118073	0.2919579292655989	0.2654600266119524	0.1858151910876909	-0.0658104749664614
day1_food_NAc_rep5	-0.0682875455847209	-0.2323669401340112	-0.0728023640952906	0.1871126040979403	-0.1126719352692886	-0.1096345958246867	-0.1004517334952127	-0.0894787761108576	0.1360069794103796	0.207820992965505	0.1092972052253789	0.1200214807645578	0.048516867465554
day1_food_NAc_rep6	-0.0743941256590142	-0.3535310756797115	-0.1357586961212719	0.3006191511038818	-0.1853312273175251	-0.1257314152995972	-0.063191551401744	-0.1632910714844412	0.3016252318534131	0.3982453699235903	0.2368822156284568	0.2503669201450333	-0.0830954540686113
day1_food_PFC_rep1	-0.1486011108722444	-0.1680517081446568	0.108416375637875	-0.143645747187727	-0.0664594167660762	-0.1044302396465793	-0.1199676346095791	0.152891187489713	0.0511952574545795	0.1085336627627667	0.2691030075956642	0.043510145134131	-0.0908411954948147
day1_food_PFC_rep2	-0.0573623454071471	-0.3166339714094353	-0.0116643574108657	-0.1490632929969208	-0.1577869257396121	-0.1124296310468532	-0.1324603972716279	0.0724023633063899	0.2513530637016959	0.337319105218537	0.4219824251315858	0.1793760927288343	-0.0479242511140866
day1_food_PFC_rep3	-0.1177765497226382	-0.3144389717538424	0.0111773455309485	-0.1572544714714593	-0.1520685850789599	-0.1285251844012412	-0.1247485405244933	0.1320237706196329	0.1885817825767841	0.2399956801109242	0.3481693996390236	0.1460489819457732	0.1013366809912422
day1_food_PFC_rep4	-0.111128588191824	-0.2039387556399294	0.058905770675881	-0.1457723321608989	-0.1006510454917226	-0.1287776812967228	-0.1180053382824187	0.1566708664343771	0.0938487700664325	0.1040961425949782	0.2553397518071289	0.0823504652239651	0.0052152184354083
day1_food_PFC_rep5	-0.0884043084102928	-0.1996806741527823	0.0821473610931292	-0.13982870713148	-0.0784223027283732	-0.1147135748086055	-0.1604746217535496	0.1474675170014499	0.0835069826976759	0.1138099093557467	0.2249694993505491	0.0491361565346827	0.0013643325630478
day1_food_PFC_rep6	-0.1360376371318107	-0.1951582596248326	0.0874159531081073	-0.1449057888562089	-0.0693095308388901	-0.1269165114846987	-0.1408496451415339	0.1826660498184343	0.0422289685212247	0.0538786782272945	0.1825725829238666	0.0425830595216356	0.1177898519188114
day1_food_VTA_rep1	0.3045823408249529	-0.298341983177291	-0.2497721351645109	-0.2059842574032622	-0.1543233763473028	0.2637378954215551	-0.1458114485061026	-0.1809431094773015	0.1755727954489148	0.3309216187473788	-0.0580388479393238	0.1474732157359811	-0.0784690523147196
day1_food_VTA_rep2	0.2191844760536325	0.0395101710720805	-0.0876660772822227	-0.1737751202506489	0.0326045031733905	0.19784349606322	0.1925247998606079	-0.2065212679893249	-0.0760069039440564	0.0713246397397812	-0.1334656459025128	-0.0227817038846112	-0.2058195426083388
day1_food_VTA_rep3	0.019160775446053	-0.1169234240881458	-0.1534564354953586	-0.1990603910287672	-0.0732900436776991	0.1387774141756794	0.2732307559799582	-0.1719881878762632	0.0512512609075446	0.1029505602341271	-0.0946420705818945	0.0698968641231453	0.0810030599494591
day1_food_VTA_rep4	0.2854750198766378	-0.029172103549094	-0.1591035776895259	-0.1801419641534563	-0.0086513068996361	0.2982307136540882	0.1375080110805793	-0.1569320197859721	-0.0325085923617572	0.0001650324869552	-0.1274222677613247	0.0189444768954673	-0.0015806772301769
day1_food_VTA_rep5	0.2616376022107876	-0.0342575434479716	-0.1639428525199649	-0.186600768508951	-0.0233166665103181	0.2765047484847516	0.1373554905314466	-0.1694791867270962	0.003144733693809	0.0652252309855787	-0.1075861810037076	0.0365998936700522	-0.0525526074100578
day1_food_VTA_rep6	0.114351584573927	-0.0058261630977458	-0.1314589616696178	-0.186654359087686	-0.0015722674262598	0.2590386539020851	0.2726019586579739	-0.1511439014948382	-0.0418455721916155	-0.0071889212276893	-0.1209579747829877	0.0057173511695826	0.0385341801358905
day1_saline_NAc_rep1	-0.0692648584128116	-0.1941779526908046	-0.1274858074900916	0.3267113498789101	-0.0905529117358454	-0.165005899133725	0.0454309810102277	-0.124823393577268	0.1538975971248383	0.1558477995907975	0.0733411098679361	0.1580702492546415	0.1921491373851865
day1_saline_NAc_rep2	-0.09307889651069	-0.2616693555330308	-0.0917878086994433	0.2097811076236002	-0.1046424338714047	-0.144307046205383	-0.107279334709966	-0.0757375680295135	0.2042457882103154	0.2313421120218743	0.1620773161042538	0.1644347386859143	0.1119669162158044
day1_saline_NAc_rep3	-0.0971930813034405	-0.101633381962408	-0.0660565991880521	0.3165556882270098	-0.039522414220953	-0.1906061429241166	0.0525255967037339	-0.1164328260834671	0.0620801835919619	0.0431389396012655	-0.0222086276313714	0.0767656794150334	0.228192740592811
day1_saline_NAc_rep4	-0.0688554580985236	-0.4205761940202636	-0.1741782423617606	0.2751380656901963	-0.2122228716963397	-0.1054356603911673	-0.0773254743484494	-0.1655401295493487	0.3395246878107075	0.4697326956611264	0.2794158335560445	0.2891980688127943	-0.0316838963753239
day1_saline_NAc_rep5	-0.0907757297134941	-0.1809326863222919	-0.091954632429969	0.2749033178630534	-0.0734555204315243	-0.1676158274152296	-0.0292205776325984	-0.0595358787171609	0.0797208115431848	0.0257281974552075	-0.0367289589727808	0.0918681552658029	0.2823371970153187
day1_saline_NAc_rep6	-0.0405809145600972	-0.2269487805683125	-0.0723841029838761	0.191144828924353	-0.1060786256973916	-0.0885409279668742	-0.0921111881318634	-0.0850419821623866	0.1442634631610418	0.2165055350241286	0.1590040649061964	0.1433813760762492	-0.0069113682348822
day1_saline_PFC_rep1	-0.0459410440788939	-0.1414822551140688	0.0709095655926617	-0.1482850395077862	-0.0542872342575383	-0.1512211073112057	-0.0903959883868495	0.116078619834262	0.0468904166995917	0.0303393643402221	0.1705736932291655	0.0371311796297194	0.02116959538858
day1_saline_PFC_rep2	0.0048415655668305	-0.1579206680249019	0.0458152893930594	-0.1466629551748095	-0.065596764300563	-0.1345096881845635	-0.1350537003327253	0.1647025073588968	0.0483870581179355	0.0068212283219336	0.1347659699361333	0.023517863560022	0.1691818360524545
day1_saline_PFC_rep3	-0.023386843957868	-0.3510671803310766	-0.0503968867922286	-0.1544737944747015	-0.1733211780006464	-0.0901777954369991	-0.1618130016597663	0.1025852848365361	0.256598490781231	0.3027893005447875	0.3932356343273026	0.1949058226177932	-0.0257242598363907
day1_saline_PFC_rep4	-0.0800045881110816	-0.2692012582021264	0.0303571288806198	-0.1481595572078645	-0.1297835918630196	-0.1209954862370676	-0.1310146614935007	0.1047019094340171	0.188841220901699	0.2328463863035212	0.3400964809971289	0.1274823220238123	0.0205088061981155
day1_saline_PFC_rep5	-0.0790185065042976	-0.2611308136960368	0.0223135287059803	-0.1562373150575125	-0.1321350009492074	-0.086233604249112	-0.1588274033372551	0.1483766072319911	0.139207085335021	0.188993940025286	0.2737865505972326	0.1103693411880601	0.1617965633257402
day1_saline_PFC_rep6	-0.1012021266886157	-0.2089322781191742	0.0483254023231184	-0.1439240192182773	-0.0805447638019492	-0.0894223921632975	-0.1910538802064922	0.215896264095824	0.0763287136122067	0.0949856650786766	0.2035633440408261	0.0611716262438508	0.204449467975731
day1_saline_VTA_rep1	0.1890203718014817	-0.2186823036617068	-0.1998122780698407	-0.1885265417497747	-0.1120249594479305	0.2848443943154146	0.1745164485852293	-0.2072386719922724	0.1341037220401442	0.2615531684779771	0.0131929690989525	0.1489771492967001	-0.1348414207130485
day1_saline_VTA_rep2	0.1011067954565309	-0.1519078522227248	-0.1832879150042466	-0.1928387710034302	-0.075587327756234	0.2978058203914505	0.1956615005632744	-0.1813536541753235	0.0691426146831992	0.1455303086807523	-0.0516657690848332	0.086893768233055	0.0222590718073349
day1_saline_VTA_rep3	0.1947020889200214	-0.0902754805283967	-0.1837259605634231	-0.1863880597503575	-0.0596308997939327	0.1724638110366183	0.1849123010709621	-0.1804164949104728	0.014787702555936	0.0905953670687281	-0.1032916862933754	0.0585337428069251	-0.0455686812625248
day1_saline_VTA_rep4	0.0918073725232768	-0.0612841208438276	-0.1367720021982943	-0.1877063295692319	-0.0163222879078172	0.5057551712473309	0.1010050424026515	-0.1459320865468442	-0.0089821342979859	0.0130752485268265	-0.0779723819667068	0.0198507670369965	-0.0503964454302131
day1_saline_VTA_rep5	0.1227350479152944	-0.2523599276921686	-0.2324254497340304	-0.1964233211473827	-0.1377724829573919	0.2133903863678018	0.2093680750742837	-0.1939486827422329	0.1524211259996673	0.2487329202900877	-0.0090086304370287	0.160287821308567	0.0261374810722205
day1_saline_VTA_rep6	0.2930398389923662	-0.1331185940378145	-0.1810945275463496	-0.1868075733604681	-0.0627481702062991	0.2027388344553922	0.123188725540029	-0.1843312604182252	0.0183475573850331	0.1243880654404743	-0.1041985061380624	0.061544985748816	-0.0674577253161754
day28_cocaine_NAc_rep1	-0.0602097075872368	0.2088091863811599	0.0573138687734169	0.341642925991803	0.0992227757354459	-0.1102609507734132	0.033084538921832	-0.0227078938555424	-0.1313755063020417	-0.1743420645904136	-0.1238993981952646	-0.0894639067710795	-0.0654652076883732
day28_cocaine_NAc_rep2	-0.0749174785750393	0.1625419993688922	0.0509102660150905	0.4795050342025116	0.0819738762765271	-0.1925611432916702	-0.0464784018777462	-0.048961878502538	-0.0734517475715638	-0.1004170646245045	-0.1079784277950136	-0.0572190680133443	0.0463521552831661
day28_cocaine_NAc_rep3	-0.0853701354286337	0.1676444634005026	0.0965005003132064	0.2833510333534596	0.088841227171567	-0.1414170860136206	-0.0480637825885516	0.0181186096848623	-0.0934297442719328	-0.1574357047758992	-0.1023645586220502	-0.0949079678639487	-0.0701948637671973
day28_cocaine_NAc_rep4	-0.090575166241332	0.1399827379995166	0.0121460061334834	0.3847959297633079	0.0622938298820309	-0.1959683761223827	0.0230925072752484	-0.0333797176824662	-0.0615003680642441	-0.1581293483323375	-0.1371097878208882	-0.0513410706499875	0.1646474080238599
day28_cocaine_NAc_rep5	-0.0826269412447357	0.2522763022835746	0.0959946279119147	0.3621894275719565	0.1395041091747283	-0.1417756874562749	0.011841736220335	-0.0405200086602065	-0.1605406654418381	-0.2028988828711066	-0.1587534278606813	-0.129755936065283	-0.0686092536715504
day28_cocaine_NAc_rep6	-0.0717021932934731	0.2581019135455222	0.1185711175991727	0.3045491776901061	0.1654346064518274	-0.157386514609373	0.0054045711808353	-0.0088195193701657	-0.1893515312756428	-0.2590185476544507	-0.2039694920209209	-0.1540856610623404	-0.0574082526295816
day28_food_NAc_rep1	-0.0880970670700001	0.1629066004481857	0.0523133675095999	0.4280057779092096	0.0837072136201578	-0.1643094424004204	-0.014644453101848	-0.0391728665466111	-0.1091894143536819	-0.1191759921510598	-0.1141822786548992	-0.063176942447585	-0.0279298451990118
day28_food_NAc_rep2	-0.0535440160385343	0.1984956243278822	0.043772340593626	0.2978689254395643	0.0762430546781627	-0.0898329366619145	0.0661540380615101	-0.0347197078469306	-0.1030002518659708	-0.1438087584444407	-0.1279827723654523	-0.0775331582224068	-0.0176907258537921
day28_food_NAc_rep3	-0.0499419806819531	0.1418492574312028	0.0492172440308974	0.390993354659399	0.0939936381889929	-0.1399999760941137	-0.1192889371862135	0.0302170409080293	-0.1057139236740338	-0.1690733503475151	-0.1216278624068003	-0.0778610480256034	0.0218096771756528
day28_food_NAc_rep4	-0.0644494015112645	0.1257799211868915	0.0132349729679654	0.3175164200910296	0.0607124596144206	-0.0909226328171481	-0.01771079587696	-0.0142027464850585	-0.067568578270819	-0.1159542342908501	-0.0894238920866335	-0.0344228246017345	0.0505634501319383
day28_food_NAc_rep5	-0.0699138558121151	0.132365638408773	0.0540113747327484	0.4175959452066878	0.0618323521685473	-0.1800549015321154	-0.074838895609212	-0.0162879589440845	-0.0765120608976889	-0.0803448601640742	-0.0710861840761198	-0.0606242836959999	-0.007378106948123
day28_food_NAc_rep6	-0.1181697125069636	0.1361707650476397	0.1161720948313141	0.1692737095336045	0.0747448639562046	-0.1514195739433547	-0.0647891580883699	0.1359695388352547	-0.1040649543530482	-0.1603048680672372	-0.0407265266712342	-0.074506942798971	0.0202061562733839
day28_saline_NAc_rep1	-0.087113096619298	0.2926678086378245	0.1645885420394832	0.2540430634736499	0.2071388694635442	-0.1615888722018519	-0.0496402199842194	0.0428698556656033	-0.2330280683122221	-0.3306174827210443	-0.2466090379907381	-0.1963263451769125	0.0289933273025659
day28_saline_NAc_rep2	-0.0597684219549963	0.1916208618258184	0.0638229018433095	0.3369845571976511	0.089839181652608	-0.144288119821065	-0.0011349263718333	-0.019476508513604	-0.1487189582975407	-0.168024811643746	-0.1644753117929745	-0.0905417741549403	0.08671454908343
day28_saline_NAc_rep3	-0.0629668835541173	0.1487236286206963	0.0482583076457157	0.4548187855381415	0.070568333549603	-0.163363955635262	-0.0814202453424949	-0.0105015956001735	-0.0643285663493259	-0.1042303923125153	-0.0856136984464226	-0.054114922848958	0.0370514945921482
day28_saline_NAc_rep4	-0.0698570531349967	0.2008845201458993	0.0680099469612733	0.5130390461269538	0.1025311274790135	-0.1795039579290165	-0.0572541362841443	-0.0099378050862795	-0.1340284815383507	-0.2001510479310536	-0.1291816830398166	-0.1054739060858098	-0.0323494590181282
day28_saline_NAc_rep5	-0.0546639836196051	0.2405082981451095	0.0964750019604525	0.510731362846919	0.1470944878869782	-0.1579869598643089	-0.1015999804665714	0.002917999201806	-0.1739652079386568	-0.2220720684751895	-0.1519182877598341	-0.132705634996909	-0.0404220708650759
day28_saline_NAc_rep6	-0.0516607181828176	0.1854939453880704	0.0819548154686484	0.3653828419054452	0.1211600478861437	-0.1677294078952899	-0.0982351702195852	0.0382861220785968	-0.1090562520738854	-0.1848008061429936	-0.124976200970199	-0.1106754783697366	0.0960641885966084
day28_cocaine_PFC_rep1	-0.0346131544521131	0.1672207365711639	0.1886237133885946	-0.1322336659723888	0.0910073941053942	-0.1074134883961775	-0.1455876607549815	0.2622798589189221	-0.1357265397037164	-0.204502982314639	0.0099405154571182	-0.1280581753982407	0.0193048972774469
day28_cocaine_PFC_rep2	-0.1324539192880617	0.1844806323136281	0.2724137602161782	-0.1283617299893781	0.0899554144095171	-0.0364312487011237	-0.160648729339999	0.2889973011091121	-0.1440475038483248	-0.1478455415007903	0.0723649153598949	-0.1364228992302063	-0.1028705836741638
day28_cocaine_PFC_rep3	-0.0874471160351213	0.1943471000058547	0.2825216180730832	-0.1336753305482485	0.1073166004585856	-0.1002429542309898	-0.1371426897376529	0.2320113571837645	-0.1514785509355517	-0.1544235220192391	-0.0045353770873271	-0.1588306256093399	-0.0602581683511442
day28_cocaine_PFC_rep4	-0.1126843218269128	0.1907519542340936	0.2783247100484662	-0.1271728040382587	0.0965426816173827	-0.0772869284722352	-0.1662055648449406	0.2590538253576658	-0.1369429319472926	-0.1526909411642062	0.0393799402464687	-0.1509687098336418	-0.097082665332794
day28_cocaine_PFC_rep5	-0.1006878847232239	0.1744537155582294	0.2164569031737324	-0.1326665812644646	0.0858139085997818	-0.0822188843014518	-0.1320663068733596	0.2989777488413341	-0.1229796505895592	-0.221709771590066	0.0126974399168276	-0.1425692564350493	0.1560492531099723
day28_cocaine_PFC_rep6	-0.0863163288814885	0.1457573638444597	0.2197500509012216	-0.1269921654045769	0.0790280075151925	-0.0259615652634017	-0.1810430654557156	0.3282159896870386	-0.1356256839116222	-0.1848136046957789	0.0443896253311256	-0.1197023815537795	-0.0802493225288703
day28_food_PFC_rep1	-0.0332338390429746	0.2172694203399517	0.2962957711541892	-0.1082872526195358	0.1535767148714879	-0.1228253968025872	-0.1492789262124737	0.1191079200812364	-0.1210034114006291	-0.1280956154944066	-0.0454056090780211	-0.1903527446436602	0.0287455865570625
day28_food_PFC_rep2	-0.0767384604718291	0.1270303025771246	0.1965290693122414	-0.1087743575675111	0.0509341473850292	-0.1022861416840222	-0.1310648446883335	0.2712409638968109	-0.0913860886001054	-0.1623687029115191	0.043315443418189	-0.0898099263719529	-0.0651865567840317
day28_food_PFC_rep3	-0.1265248453093859	0.1936696076027121	0.2664761834035506	-0.1226462951412861	0.105393154869004	0.0501908417771744	-0.1885071864232596	0.328628536339441	-0.1569150860867432	-0.1958787184589707	0.0882259865475871	-0.1473368293741242	-0.1534665818530098
day28_food_PFC_rep4	-0.0574902002817856	0.1819539586214846	0.2520580851631862	-0.1235353569919791	0.0735208581540377	-0.0856629776559108	-0.1147285659934179	0.242123296390574	-0.1374693385059682	-0.1525244738779751	0.0314655370177787	-0.1314713851498338	-0.1093448351964981
day28_food_PFC_rep5	-0.1334026940029426	0.2457345411463346	0.2917268783982565	-0.1284240631202082	0.1260682721545664	-0.0532567647259111	-0.1507256965112078	0.3234348602869924	-0.1987171466499984	-0.2715267010822643	-0.0099142122643972	-0.1900409968086994	-0.0066166328945734
day28_food_PFC_rep6	-0.0859933485847257	0.1577198750269209	0.1154640549310224	0.0511595211208156	0.0668116028211902	-0.0982801142844704	0.0239280883057062	0.0993091246052207	-0.1179700476154554	-0.1412449281982226	-0.0803182952421316	-0.0720517202780494	-0.0145058984328586
day28_saline_PFC_rep1	-0.0729962476741317	0.2758980374082407	0.3142283478004429	-0.126142908978257	0.1710637467359536	-0.0618382810172829	-0.1494807339491362	0.2518180954791094	-0.2154774207410079	-0.2562255037303744	-0.0305238852861842	-0.2119369391656081	-0.1112438933474206
day28_saline_PFC_rep2	-0.1288195753742341	0.2410256241072574	0.2919123673626392	-0.1310051272516756	0.1216405554545337	-0.1088246849127824	-0.0851021101822883	0.2484180561148072	-0.195071373799821	-0.2627051345414804	-0.0346093824258378	-0.1819916004299373	-0.0635389494150354
day28_saline_PFC_rep3	-0.0777309473195135	0.198215677980701	0.2538195192301757	-0.125650337854475	0.0886135510610746	-0.0198434636063304	-0.175418200402819	0.2777066944286024	-0.140143189217653	-0.1674254517144595	0.0239349728908505	-0.1370510737778179	-0.0170913816436443
day28_saline_PFC_rep4	-0.072590945561806	0.2584891246837368	0.2214600888915855	0.1013894836391371	0.1426895628724422	-0.059084433558598	-0.1278691425528177	0.1974722160981057	-0.1991325197408737	-0.2429305294214131	-0.0699731049639593	-0.1692069413350002	-0.1135693265133664
day28_saline_PFC_rep5	-0.0532955559714428	0.1472919560264667	0.2046369827488817	-0.1273814575102428	0.0618231834260398	-0.0528791207485458	-0.1601468269989908	0.2942814691345466	-0.1000233608040943	-0.1679549371561869	0.0621624621024665	-0.1196500889503206	-0.0329222442786445
day28_saline_PFC_rep6	5.452055815413959e-05	0.1691264353075748	0.2016845379346015	-0.1354516980359242	0.063785509599644	-0.1037448673987079	-0.1156581719603712	0.2191692709933438	-0.1030499096010457	-0.153292031852387	0.0351143039834439	-0.1229432859362896	-0.0529004962333614
day28_cocaine_VTA_rep1	0.1372928232877232	0.2386001270154461	-0.0284205311031006	-0.1793689721506953	0.0974006102539649	0.2551955830086264	0.3028571632377891	-0.1479466664741991	-0.0917953728895082	-0.0732284509332874	-0.1949463779450218	-0.0978524058779713	-0.0989037546407553
day28_cocaine_VTA_rep2	-0.0074235628007428	0.2160030916808246	-0.0570848108966112	-0.190433670898363	0.0806307395362195	0.1736475591532894	0.4311883912468537	-0.1088521694545011	-0.0681640981680847	-0.1325148964323062	-0.1834931415545023	-0.0680369609227429	0.0403011913457251
day28_cocaine_VTA_rep3	0.1570130985172969	0.2320683198610219	-0.0955100473810766	-0.1880541304347739	0.0766278106751502	0.243858356955827	0.2286380585280743	-0.0911591567808525	-0.0867019258486039	-0.1761264807957441	-0.1907864497483033	-0.0896322271213923	-0.0118812976849035
day28_cocaine_VTA_rep4	0.1215075046025887	0.2681059154814734	-0.0811899434034268	-0.1861722411585207	0.1051871279232823	0.146295834110101	0.2369206480677474	-0.1235034190446738	-0.1135750435625306	-0.1862246213912864	-0.2032998839483199	-0.1238031758424912	-0.1107510735466505
day28_cocaine_VTA_rep5	0.1022949047220398	0.1982649812874487	-0.0915396571845591	-0.190268360298358	0.0746300123384285	0.1850891216859295	0.2950585200469307	-0.1195508966247053	-0.0622294832718858	-0.1177700906856916	-0.1741492283993656	-0.0680756631673135	-0.0303732534281584
day28_cocaine_VTA_rep6	0.0468464338008459	0.2710493372125469	-0.0408990590937947	-0.1850104991968034	0.1101639681125904	0.2292018858218983	0.3092651117105303	-0.1082408128113238	-0.1131596385738271	-0.1769268676781721	-0.1995044362053453	-0.1068030710913508	-0.0804342753084229
day28_food_VTA_rep1	0.3081409776899491	0.2442858866719958	-0.1281087299063886	-0.1895415067134275	0.0750154588742785	0.3564204479200715	0.0519952843760789	-0.0970070789734981	-0.1073673392057917	-0.1956464080146941	-0.22371396157857	-0.1257915991541534	-0.0550473066046722
