"LV_ID","day","region","pvalue","adjusted_p"
"LV7","day1","PFC","0.789126362902819",0.946550296669544
"LV7","day1","VTA","0.540703176468912",0.915078450715089
"LV7","day28","NAc","0.513498337600812",0.915078450715089
"LV7","day28","PFC","0.923637107544485",0.993282539443196
"LV7","day28","VTA","0.25876824132044",0.873622405593689
"LV8","day1","NAc","0.273234230917578",0.879844347570932
"LV8","day1","PFC","0.357864289293917",0.898429135727568
"LV8","day1","VTA","0.727404195128409",0.929279929444892
"LV8","day28","NAc","0.979669902463988",0.993282539443196
"LV8","day28","PFC","0.73680198882865",0.933902865289127
"LV8","day28","VTA","0.0316624307109542",0.734592852273444
"LV9","day1","NAc","0.552323344599352",0.915078450715089
"LV9","day1","PFC","0.953003141178456",0.993282539443196
"LV9","day1","VTA","0.559657268464788",0.915078450715089
"LV9","day28","NAc","0.0674636804567208",0.817220414542016
"LV9","day28","PFC","0.251207667293452",0.873622405593689
"LV9","day28","VTA","0.679454327949773",0.924067542987021
"LV10","day1","NAc","0.705456779287218",0.925361147466339
"LV10","day1","PFC","0.881787859970835",0.989322964845327
"LV10","day1","VTA","0.0938409921777607",0.821225016728673
"LV10","day28","NAc","0.389319688876099",0.905984284140408
"LV10","day28","PFC","0.0165688815580199",0.632490727390895
"LV10","day28","VTA","0.488729321437569",0.905984284140408
"LV11","day1","NAc","0.94137808372709",0.993282539443196
"LV11","day1","PFC","0.964024378114914",0.993282539443196
"LV11","day1","VTA","0.749639776834929",0.937869957661476
"LV11","day28","NAc","0.168957467256817",0.853098967563052
"LV11","day28","PFC","0.34718991172721",0.897236891228659
"LV11","day28","VTA","0.248588825121853",0.873622405593689
"LV12","day1","NAc","0.184145762967961",0.853242142010846
"LV12","day1","PFC","0.903902315881159",0.992951716423381
"LV12","day1","VTA","0.60639718804742",0.917151616081909
"LV12","day28","NAc","0.103159150259416",0.821225016728673
"LV12","day28","PFC","0.977966419661714",0.993282539443196
"LV12","day28","VTA","0.0183295802706882",0.651637282829826
"LV13","day1","NAc","0.540593714258108",0.915078450715089
"LV13","day1","PFC","0.699392863637729",0.925361147466339
"LV13","day1","VTA","0.553662382444541",0.915078450715089
"LV13","day28","NAc","0.121371232444833",0.837461503869348
"LV13","day28","PFC","0.930422822383581",0.993282539443196
"LV13","day28","VTA","0.811637772286408",0.956407430938401
"LV14","day1","NAc","0.922509695960865",0.993282539443196
"LV14","day1","PFC","0.212965618540755",0.873622405593689
"LV14","day1","VTA","0.247328190569062",0.873622405593689
"LV14","day28","NAc","0.24829588500462",0.873622405593689
"LV14","day28","PFC","0.624043435046217",0.921347546428902
"LV14","day28","VTA","0.524228240757694",0.915078450715089
"LV15","day1","NAc","0.579835183660942",0.917151616081909
"LV15","day1","PFC","0.367120523315276",0.902674961559164
"LV15","day1","VTA","0.728325367676369",0.929279929444892
"LV15","day28","NAc","0.54120780671977",0.915078450715089
"LV15","day28","PFC","0.373582883709751",0.905984284140408
"LV15","day28","VTA","0.970122940480685",0.993282539443196
"LV16","day1","NAc","0.287349341119671",0.879844347570932
"LV16","day1","PFC","0.824469817787686",0.960521416248086
"LV16","day1","VTA","0.204167101296321",0.872156108803176
"LV16","day28","NAc","0.474025452574027",0.905984284140408
"LV16","day28","PFC","0.307037289600647",0.879844347570932
"LV16","day28","VTA","0.0695309141832353",0.817220414542016
"LV17","day1","NAc","0.158482269764783",0.853098967563052
"LV17","day1","PFC","0.14680576628639",0.853098967563052
"LV17","day1","VTA","0.0808377356773806",0.817220414542016
"LV17","day28","NAc","0.171025471021649",0.853098967563052
"LV17","day28","PFC","0.237857671845692",0.873622405593689
"LV17","day28","VTA","0.186272356622908",0.853297434488342
"LV18","day1","NAc","0.36224048001838",0.900881224343196
"LV18","day1","PFC","0.992696632314788",0.994126337549451
"LV18","day1","VTA","0.171505926495065",0.853098967563052
"LV18","day28","NAc","0.826535638981596",0.960521416248086
"LV18","day28","PFC","0.519609266972157",0.915078450715089
"LV18","day28","VTA","0.289712141634389",0.879844347570932
"LV19","day1","NAc","0.151275394346602",0.853098967563052
"LV19","day1","PFC","0.922595066719855",0.993282539443196
"LV19","day1","VTA","0.0988296051694366",0.821225016728673
"LV19","day28","NAc","0.46756200877688",0.905984284140408
"LV19","day28","PFC","0.650950343611618",0.921347546428902
"LV19","day28","VTA","0.529581684590294",0.915078450715089
"LV20","day1","NAc","0.943113586376483",0.993282539443196
"LV20","day1","PFC","0.514457858775534",0.915078450715089
"LV20","day1","VTA","0.120397236473321",0.837461503869348
"LV20","day28","NAc","0.275671725506459",0.879844347570932
"LV20","day28","PFC","0.898391638500284",0.992817186090404
"LV20","day28","VTA","0.710843762863366",0.925438106369288
"LV21","day1","NAc","0.449603523674009",0.905984284140408
"LV21","day1","PFC","0.4767623343223",0.905984284140408
"LV21","day1","VTA","0.366992476238384",0.902674961559164
"LV21","day28","NAc","0.0226879939328817",0.651637282829826
"LV21","day28","PFC","0.973590318740529",0.993282539443196
"LV21","day28","VTA","0.37929000162455",0.905984284140408
"LV22","day1","NAc","0.588766195209063",0.917151616081909
"LV22","day1","PFC","0.722502972603385",0.929279929444892
"LV22","day1","VTA","0.718661229586561",0.929279929444892
"LV22","day28","NAc","0.232421090383928",0.873622405593689
"LV22","day28","PFC","0.402385342900744",0.905984284140408
"LV22","day28","VTA","0.470884541133925",0.905984284140408
"LV23","day1","NAc","0.249564030377895",0.873622405593689
"LV23","day1","PFC","0.317446209064018",0.879844347570932
"LV23","day1","VTA","0.435759496831124",0.905984284140408
"LV23","day28","NAc","0.275743717067856",0.879844347570932
"LV23","day28","PFC","0.459356319906228",0.905984284140408
"LV23","day28","VTA","0.241554742802372",0.873622405593689
"LV24","day1","NAc","0.23165411970163",0.873622405593689
"LV24","day1","PFC","0.552555493691399",0.915078450715089
"LV24","day1","VTA","0.164202406685842",0.853098967563052
"LV24","day28","NAc","0.801240956158906",0.953859632402716
"LV24","day28","PFC","0.993225860794424",0.994126337549451
"LV24","day28","VTA","0.0670557788376344",0.817220414542016
"LV25","day1","NAc","0.0218243143573942",0.651637282829826
"LV25","day1","PFC","0.596198232162785",0.917151616081909
"LV25","day1","VTA","0.260072630443515",0.873622405593689
"LV25","day28","NAc","0.0569150795899592",0.817220414542016
"LV25","day28","PFC","0.88331048490793",0.989540359265561
"LV25","day28","VTA","0.488621680650246",0.905984284140408
"LV26","day1","NAc","0.080130358309399",0.817220414542016
"LV26","day1","PFC","0.696864043867728",0.925361147466339
"LV26","day1","VTA","0.0160759833611201",0.632490727390895
"LV26","day28","NAc","0.258942332608679",0.873622405593689
"LV26","day28","PFC","0.874103751203001",0.988740308737821
"LV26","day28","VTA","0.175382552329656",0.853111608466032
"LV27","day1","NAc","0.348416065609521",0.897236891228659
"LV27","day1","PFC","0.604161447578886",0.917151616081909
"LV27","day1","VTA","0.599328506536503",0.917151616081909
"LV27","day28","NAc","0.0608996423347912",0.817220414542016
"LV27","day28","PFC","0.75309177012857",0.937869957661476
"LV27","day28","VTA","0.294245048656643",0.879844347570932
"LV28","day1","NAc","0.754935980227442",0.937869957661476
"LV28","day1","PFC","0.758621261043205",0.937869957661476
"LV28","day1","VTA","0.475883390684653",0.905984284140408
"LV28","day28","NAc","0.280099844956323",0.879844347570932
"LV28","day28","PFC","0.484266567419606",0.905984284140408
"LV28","day28","VTA","0.543143682152744",0.915078450715089
"LV29","day1","NAc","0.667013733387561",0.921743984740653
"LV29","day1","PFC","0.69151729444279",0.925361147466339
"LV29","day1","VTA","0.0477004502916216",0.796784706186864
"LV29","day28","NAc","0.0824214822713962",0.817220414542016
"LV29","day28","PFC","0.509308534392597",0.915078450715089
"LV29","day28","VTA","0.567395810996279",0.91648960962003
"LV30","day1","NAc","0.444018768981786",0.905984284140408
"LV30","day1","PFC","0.00577201059396794",0.455164263981472
"LV30","day1","VTA","0.807225868934116",0.956407430938401
"LV30","day28","NAc","0.0143035765952725",0.632490727390895
"LV30","day28","PFC","0.809482502884962",0.956407430938401
"LV30","day28","VTA","0.333477555626967",0.89407184760998
"LV31","day1","NAc","0.926078837130666",0.993282539443196
"LV31","day1","PFC","0.723209666328117",0.929279929444892
"LV31","day1","VTA","0.180378915193449",0.853242142010846
"LV31","day28","NAc","0.362768575314484",0.900881224343196
"LV31","day28","PFC","0.93259400321811",0.993282539443196
"LV31","day28","VTA","0.685517497922437",0.924067542987021
"LV32","day1","NAc","0.789649296406386",0.946550296669544
"LV32","day1","PFC","0.784771306461287",0.946550296669544
"LV32","day1","VTA","0.314714901558016",0.879844347570932
"LV32","day28","NAc","0.98754701299593",0.993282539443196
"LV32","day28","PFC","0.255277949025883",0.873622405593689
"LV32","day28","VTA","0.336086790541795",0.89407184760998
"LV33","day1","NAc","0.479921813945121",0.905984284140408
"LV33","day1","PFC","0.597191319166342",0.917151616081909
"LV33","day1","VTA","0.984542012431811",0.993282539443196
"LV33","day28","NAc","0.645410959039621",0.921347546428902
"LV33","day28","PFC","0.565755129915171",0.915826485962388
"LV33","day28","VTA","0.17935063147892",0.853242142010846
"LV34","day1","NAc","0.110589440723705",0.823741905556159
"LV34","day1","PFC","0.410758438378121",0.905984284140408
"LV34","day1","VTA","0.700807435427467",0.925361147466339
"LV34","day28","NAc","0.0168237468462583",0.632490727390895
"LV34","day28","PFC","0.152186333173978",0.853098967563052
"LV34","day28","VTA","0.0812504978945227",0.817220414542016
"LV35","day1","NAc","0.00229408623160982",0.356513263899705
"LV35","day1","PFC","0.459612285442825",0.905984284140408
"LV35","day1","VTA","0.890102191150103",0.991643428751129
"LV35","day28","NAc","0.316125486548927",0.879844347570932
"LV35","day28","PFC","0.729002164415125",0.929279929444892
"LV35","day28","VTA","0.183552141121456",0.853242142010846
"LV36","day1","NAc","0.787246545495442",0.946550296669544
"LV36","day1","PFC","0.261592657639812",0.873622405593689
"LV36","day1","VTA","0.209501769483055",0.873622405593689
"LV36","day28","NAc","0.024571154517346",0.668671595155007
"LV36","day28","PFC","0.600091903229147",0.917151616081909
"LV36","day28","VTA","0.560648143871119",0.915078450715089
"LV37","day1","NAc","0.329440829053963",0.893618366770455
"LV37","day1","PFC","0.895037584213763",0.992817186090404
"LV37","day1","VTA","0.701406271684562",0.925361147466339
"LV37","day28","NAc","0.331515723564587",0.89407184760998
"LV37","day28","PFC","0.0527213515904246",0.817220414542016
"LV37","day28","VTA","0.851365640553438",0.972332916743029
"LV38","day1","NAc","0.0427578101953479",0.790022435141893
"LV38","day1","PFC","0.48265292758542",0.905984284140408
"LV38","day1","VTA","0.234817481986725",0.873622405593689
"LV38","day28","NAc","0.937136023979936",0.993282539443196
"LV38","day28","PFC","0.100221605233719",0.821225016728673
"LV38","day28","VTA","0.725379950781889",0.929279929444892
"LV39","day1","NAc","0.641967090068957",0.921347546428902
"LV39","day1","PFC","0.836711271244269",0.965129255477426
"LV39","day1","VTA","0.81715796252148",0.956559188331528
"LV39","day28","NAc","0.434101049222063",0.905984284140408
"LV39","day28","PFC","0.604924354214304",0.917151616081909
"LV39","day28","VTA","0.287852555449108",0.879844347570932
"LV40","day1","NAc","0.650373271812517",0.921347546428902
"LV40","day1","PFC","0.480538551766132",0.905984284140408
"LV40","day1","VTA","0.722593850769978",0.929279929444892
"LV40","day28","NAc","0.312595935661993",0.879844347570932
"LV40","day28","PFC","0.934079714227582",0.993282539443196
"LV40","day28","VTA","0.404792382054703",0.905984284140408
"LV41","day1","NAc","0.277298448622628",0.879844347570932
"LV41","day1","PFC","0.914690006471092",0.992951716423381
"LV41","day1","VTA","0.675924337778137",0.92354018429092
"LV41","day28","NAc","0.455365829475049",0.905984284140408
"LV41","day28","PFC","0.610038659010008",0.917151616081909
"LV41","day28","VTA","0.936398248506946",0.993282539443196
"LV42","day1","NAc","0.0068778439922559",0.474571235465657
"LV42","day1","PFC","0.315182250132207",0.879844347570932
"LV42","day1","VTA","0.139018636346794",0.853098967563052
"LV42","day28","NAc","0.261140907888048",0.873622405593689
"LV42","day28","PFC","0.934630107863592",0.993282539443196
"LV42","day28","VTA","0.787012424126602",0.946550296669544
"LV43","day1","NAc","0.550050054705938",0.915078450715089
"LV43","day1","PFC","0.341587953260763",0.897236891228659
"LV43","day1","VTA","0.229197545060627",0.873622405593689
"LV43","day28","NAc","0.0422685720614867",0.790022435141893
"LV43","day28","PFC","0.503867639188223",0.915078450715089
"LV43","day28","VTA","0.624085053498398",0.921347546428902
"LV44","day1","NAc","0.158724477471332",0.853098967563052
"LV44","day1","PFC","0.417517724022493",0.905984284140408
"LV44","day1","VTA","0.16128189760495",0.853098967563052
"LV44","day28","NAc","0.434412848422068",0.905984284140408
"LV44","day28","PFC","0.51600915654423",0.915078450715089
"LV44","day28","VTA","0.806292797144143",0.956407430938401
"LV45","day1","NAc","0.147373274467346",0.853098967563052
"LV45","day1","PFC","0.880687749042507",0.989093870745603
"LV45","day1","VTA","0.304025800675459",0.879844347570932
"LV45","day28","NAc","0.208789981357218",0.873622405593689
"LV45","day28","PFC","0.492853263978512",0.908363945629845
"LV45","day28","VTA","0.7962428032561",0.952215545938625
"LV46","day1","NAc","0.0166397773947185",0.632490727390895
"LV46","day1","PFC","0.256232359575774",0.873622405593689
"LV46","day1","VTA","0.041375085038109",0.790022435141893
"LV46","day28","NAc","0.0825750993288001",0.817220414542016
"LV46","day28","PFC","0.811703251991804",0.956407430938401
"LV46","day28","VTA","0.785814886875066",0.946550296669544
"LV47","day1","NAc","0.864373863720331",0.982769047937431
"LV47","day1","PFC","0.262719781392305",0.873622405593689
"LV47","day1","VTA","0.532670848805322",0.915078450715089
"LV47","day28","NAc","0.413198714507987",0.905984284140408
"LV47","day28","PFC","0.621439890272825",0.921347546428902
"LV47","day28","VTA","0.496703071587402",0.90965624976452
"LV48","day1","NAc","0.57921534093454",0.917151616081909
"LV48","day1","PFC","0.896593321479536",0.992817186090404
"LV48","day1","VTA","0.815766531506237",0.956559188331528
"LV48","day28","NAc","0.107924653073219",0.821715979260923
"LV48","day28","PFC","0.614613822656366",0.917151616081909
"LV48","day28","VTA","0.349688368233064",0.897236891228659
"LV49","day1","NAc","0.58236726990374",0.917151616081909
"LV49","day1","PFC","0.968753240074981",0.993282539443196
"LV49","day1","VTA","0.519550080992622",0.915078450715089
"LV49","day28","NAc","0.0360655079265804",0.790022435141893
"LV49","day28","PFC","0.708799560066541",0.925361147466339
"LV49","day28","VTA","0.437420059265172",0.905984284140408
"LV50","day1","NAc","0.514262080582404",0.915078450715089
"LV50","day1","PFC","0.526439964315584",0.915078450715089
"LV50","day1","VTA","0.177142595853765",0.853111608466032
"LV50","day28","NAc","0.405089772989397",0.905984284140408
"LV50","day28","PFC","0.589510516575613",0.917151616081909
"LV50","day28","VTA","0.15650871037985",0.853098967563052
"LV51","day1","NAc","0.581788648271177",0.917151616081909
"LV51","day1","PFC","0.561322221636842",0.915078450715089
"LV51","day1","VTA","0.0275926135952897",0.676938786871107
"LV51","day28","NAc","0.0865404794572851",0.821225016728673
"LV51","day28","PFC","0.941741391309151",0.993282539443196
"LV51","day28","VTA","0.817410875548113",0.956559188331528
"LV52","day1","NAc","0.194367982259771",0.865203214909227
"LV52","day1","PFC","0.32403288272203",0.887673207258365
"LV52","day1","VTA","0.476637540479634",0.905984284140408
"LV52","day28","NAc","0.235568371023428",0.873622405593689
"LV52","day28","PFC","0.656793948405386",0.921347546428902
"LV52","day28","VTA","0.186013583105284",0.853297434488342
"LV53","day1","NAc","0.766299936813507",0.940389367312729
"LV53","day1","PFC","0.222500549421873",0.873622405593689
"LV53","day1","VTA","0.696617164452271",0.925361147466339
"LV53","day28","NAc","0.00254076351384992",0.356513263899705
"LV53","day28","PFC","0.869591588466539",0.986669181569434
"LV53","day28","VTA","0.453989280036566",0.905984284140408
"LV54","day1","NAc","0.193182842782175",0.865203214909227
"LV54","day1","PFC","0.335063448400295",0.89407184760998
"LV54","day1","VTA","0.435850779433521",0.905984284140408
"LV54","day28","NAc","0.877255794097503",0.988898242515271
"LV54","day28","PFC","0.285875624617129",0.879844347570932
"LV54","day28","VTA","0.475596513280879",0.905984284140408
"LV55","day1","NAc","0.254658253027804",0.873622405593689
"LV55","day1","PFC","0.487587008879821",0.905984284140408
"LV55","day1","VTA","0.85167203848778",0.972332916743029
"LV55","day28","NAc","0.669145235263609",0.921743984740653
"LV55","day28","PFC","0.574429710906242",0.917151616081909
"LV55","day28","VTA","0.0401449154032943",0.790022435141893
"LV56","day1","NAc","0.384018466738243",0.905984284140408
"LV56","day1","PFC","0.298134794401267",0.879844347570932
"LV56","day1","VTA","0.490194642795128",0.905984284140408
"LV56","day28","NAc","0.0826326247557671",0.817220414542016
"LV56","day28","PFC","0.893186020425377",0.992817186090404
"LV56","day28","VTA","0.439520453229548",0.905984284140408
"LV57","day1","NAc","0.303012347478017",0.879844347570932
"LV57","day1","PFC","0.983778715639878",0.993282539443196
"LV57","day1","VTA","0.801059904936313",0.953859632402716
"LV57","day28","NAc","0.358501023856274",0.898429135727568
"LV57","day28","PFC","0.971984883196113",0.993282539443196
"LV57","day28","VTA","0.909955041341276",0.992951716423381
"LV58","day1","NAc","0.295777333089288",0.879844347570932
"LV58","day1","PFC","0.154229773387191",0.853098967563052
"LV58","day1","VTA","0.752393125412201",0.937869957661476
"LV58","day28","NAc","0.507586036165685",0.915078450715089
"LV58","day28","PFC","0.428617559682366",0.905984284140408
"LV58","day28","VTA","0.220364962446496",0.873622405593689
"LV59","day1","NAc","0.00341494282576687",0.377009687964662
"LV59","day1","PFC","0.438548053313608",0.905984284140408
"LV59","day1","VTA","0.140597368172586",0.853098967563052
"LV59","day28","NAc","0.296135247730237",0.879844347570932
"LV59","day28","PFC","0.849269537806569",0.971599554133111
"LV59","day28","VTA","0.650573131422566",0.921347546428902
"LV60","day1","NAc","0.926336356408551",0.993282539443196
"LV60","day1","PFC","0.636421690671864",0.921347546428902
"LV60","day1","VTA","0.658699198045464",0.921743984740653
"LV60","day28","NAc","0.0760637674421453",0.817220414542016
"LV60","day28","PFC","0.422341077171203",0.905984284140408
"LV60","day28","VTA","0.409425156911904",0.905984284140408
"LV61","day1","NAc","0.0274445775581442",0.676938786871107
"LV61","day1","PFC","0.184714557917203",0.853242142010846
"LV61","day1","VTA","0.333843793853609",0.89407184760998
"LV61","day28","NAc","0.628524798198295",0.921347546428902
"LV61","day28","PFC","0.991475432417059",0.994126337549451
"LV61","day28","VTA","0.356919044717254",0.898429135727568
"LV62","day1","NAc","0.430943396891449",0.905984284140408
"LV62","day1","PFC","0.953983667681931",0.993282539443196
"LV62","day1","VTA","0.683561075083242",0.924067542987021
"LV62","day28","NAc","0.0829064188665813",0.817220414542016
"LV62","day28","PFC","0.610849628827726",0.917151616081909
"LV62","day28","VTA","0.719208871061269",0.929279929444892
"LV63","day1","NAc","0.582972187390613",0.917151616081909
"LV63","day1","PFC","0.431785928036535",0.905984284140408
"LV63","day1","VTA","0.421121529757153",0.905984284140408
"LV63","day28","NAc","0.0996414112583813",0.821225016728673
"LV63","day28","PFC","0.633853710583723",0.921347546428902
"LV63","day28","VTA","0.0979398057135842",0.821225016728673
"LV64","day1","NAc","0.305619714894768",0.879844347570932
"LV64","day1","PFC","0.316838956871982",0.879844347570932
"LV64","day1","VTA","0.830772495796241",0.962405913283368
"LV64","day28","NAc","0.581318203571611",0.917151616081909
"LV64","day28","PFC","0.557066280492497",0.915078450715089
"LV64","day28","VTA","0.413229622536192",0.905984284140408
"LV65","day1","NAc","0.206189080070316",0.872156108803176
"LV65","day1","PFC","0.0102434443343206",0.565887591998927
"LV65","day1","VTA","0.0436516019417169",0.790022435141893
"LV65","day28","NAc","0.0775201714933762",0.817220414542016
"LV65","day28","PFC","0.309778075858772",0.879844347570932
"LV65","day28","VTA","0.53169141764594",0.915078450715089
"LV66","day1","NAc","0.0962149280733023",0.821225016728673
"LV66","day1","PFC","0.568088036769049",0.91648960962003
"LV66","day1","VTA","0.150788241643615",0.853098967563052
"LV66","day28","NAc","0.0629521247295468",0.817220414542016
"LV66","day28","PFC","0.565097177211865",0.915826485962388
"LV66","day28","VTA","0.952123400781425",0.993282539443196
"LV67","day1","NAc","0.522860457150941",0.915078450715089
"LV67","day1","PFC","0.428714123773303",0.905984284140408
"LV67","day1","VTA","0.709295801906849",0.925361147466339
"LV67","day28","NAc","0.320131524872185",0.879844347570932
"LV67","day28","PFC","0.146215991442774",0.853098967563052
"LV67","day28","VTA","0.942587283618232",0.993282539443196
"LV68","day1","NAc","0.102672896735177",0.821225016728673
"LV68","day1","PFC","0.260486669257744",0.873622405593689
"LV68","day1","VTA","0.451672785010801",0.905984284140408
"LV68","day28","NAc","0.92727088525313",0.993282539443196
"LV68","day28","PFC","0.811733480787393",0.956407430938401
"LV68","day28","VTA","0.467127707862564",0.905984284140408
"LV69","day1","NAc","0.573790258241368",0.917151616081909
"LV69","day1","PFC","0.02647327112964",0.676938786871107
"LV69","day1","VTA","0.349820974491017",0.897236891228659
"LV69","day28","NAc","0.470561941389559",0.905984284140408
"LV69","day28","PFC","0.879735796058866",0.989030874591638
"LV69","day28","VTA","0.547289086252156",0.915078450715089
"LV70","day1","NAc","0.114470796422711",0.823741905556159
"LV70","day1","PFC","0.548857868531488",0.915078450715089
"LV70","day1","VTA","0.883774270141162",0.989540359265561
"LV70","day28","NAc","0.61546286430554",0.917151616081909
"LV70","day28","PFC","0.472903541463466",0.905984284140408
"LV70","day28","VTA","0.72911330481517",0.929279929444892
"LV71","day1","NAc","0.151818917747663",0.853098967563052
"LV71","day1","PFC","0.381870297634392",0.905984284140408
"LV71","day1","VTA","0.166355162216353",0.853098967563052
"LV71","day28","NAc","0.390569633883952",0.905984284140408
"LV71","day28","PFC","0.915982470421426",0.992951716423381
"LV71","day28","VTA","0.359538968138144",0.898429135727568
"LV72","day1","NAc","0.0698003529509744",0.817220414542016
"LV72","day1","PFC","0.0216053783225381",0.651637282829826
"LV72","day1","VTA","0.395926207597875",0.905984284140408
"LV72","day28","NAc","0.077337593086476",0.817220414542016
"LV72","day28","PFC","0.898296351658333",0.992817186090404
"LV72","day28","VTA","0.298856559495246",0.879844347570932
"LV73","day1","NAc","0.768367335429952",0.941354672889731
"LV73","day1","PFC","0.707639110774981",0.925361147466339
"LV73","day1","VTA","0.153679392880958",0.853098967563052
"LV73","day28","NAc","0.164697178305473",0.853098967563052
"LV73","day28","PFC","0.840985992604284",0.965129255477426
"LV73","day28","VTA","0.587064644493056",0.917151616081909
"LV74","day1","NAc","0.749461695167497",0.937869957661476
"LV74","day1","PFC","0.65604268701803",0.921347546428902
"LV74","day1","VTA","0.26677126545158",0.879844347570932
"LV74","day28","NAc","0.160277944672755",0.853098967563052
"LV74","day28","PFC","0.41340035518987",0.905984284140408
"LV74","day28","VTA","0.397354132050088",0.905984284140408
"LV75","day1","NAc","0.203471014937633",0.872156108803176
"LV75","day1","PFC","0.233292883444335",0.873622405593689
"LV75","day1","VTA","0.444244881835392",0.905984284140408
"LV75","day28","NAc","0.307480730493803",0.879844347570932
"LV75","day28","PFC","0.757655526119627",0.937869957661476
"LV75","day28","VTA","0.184316372157769",0.853242142010846
"LV76","day1","NAc","0.458440122386304",0.905984284140408
"LV76","day1","PFC","0.0579169090008133",0.817220414542016
"LV76","day1","VTA","0.199137134789277",0.865203214909227
"LV76","day28","NAc","0.655947067967111",0.921347546428902
"LV76","day28","PFC","0.582718652806092",0.917151616081909
"LV76","day28","VTA","0.406945259598334",0.905984284140408
"LV77","day1","NAc","0.54100016913845",0.915078450715089
"LV77","day1","PFC","0.971953608887595",0.993282539443196
"LV77","day1","VTA","0.947094809138038",0.993282539443196
"LV77","day28","NAc","0.0123012300306438",0.590459041470902
"LV77","day28","PFC","0.545949341229869",0.915078450715089
"LV77","day28","VTA","0.259826560585566",0.873622405593689
"LV78","day1","NAc","0.502658806941203",0.915078450715089
"LV78","day1","PFC","0.283165984947174",0.879844347570932
"LV78","day1","VTA","0.473814731070296",0.905984284140408
"LV78","day28","NAc","0.446953868531876",0.905984284140408
"LV78","day28","PFC","0.101002588845452",0.821225016728673
"LV78","day28","VTA","0.418179969306783",0.905984284140408
"LV79","day1","NAc","0.752070556843091",0.937869957661476
"LV79","day1","PFC","0.683255525347338",0.924067542987021
"LV79","day1","VTA","0.610879180116463",0.917151616081909
"LV79","day28","NAc","0.0120605517180229",0.590459041470902
"LV79","day28","PFC","0.455645578762773",0.905984284140408
"LV79","day28","VTA","0.328741448543365",0.893618366770455
"LV80","day1","NAc","0.359697172093827",0.898429135727568
"LV80","day1","PFC","0.972259637952561",0.993282539443196
"LV80","day1","VTA","0.476323506728651",0.905984284140408
"LV80","day28","NAc","0.105628580050246",0.821225016728673
"LV80","day28","PFC","0.695345473437123",0.925361147466339
"LV80","day28","VTA","0.636738265002492",0.921347546428902
"LV81","day1","NAc","0.047093029500913",0.796784706186864
"LV81","day1","PFC","0.983272252529145",0.993282539443196
"LV81","day1","VTA","0.419461679860485",0.905984284140408
"LV81","day28","NAc","0.752423041699151",0.937869957661476
"LV81","day28","PFC","0.769114053393603",0.941354672889731
"LV81","day28","VTA","0.168173573207493",0.853098967563052
"LV82","day1","NAc","0.627469381803942",0.921347546428902
"LV82","day1","PFC","0.708961274406532",0.925361147466339
"LV82","day1","VTA","0.669928270362107",0.921743984740653
"LV82","day28","NAc","0.195663593684961",0.865203214909227
"LV82","day28","PFC","0.233629248429489",0.873622405593689
"LV82","day28","VTA","0.144754825158244",0.853098967563052
"LV83","day1","NAc","0.296489474865685",0.879844347570932
"LV83","day1","PFC","0.598606902946261",0.917151616081909
"LV83","day1","VTA","0.0690907988147996",0.817220414542016
"LV83","day28","NAc","0.098200070198777",0.821225016728673
